image_id,identity,path,bbox,date,orientation,segmentation,species,split,client
1233,cc198eff-cbca-4c78-8e28-00592ef701f7,hyena.coco/images/train2022/000000001219.jpg,"[22, 22, 2365, 1419]",,left,,hyena,query,-1
670,f1aa3589-f203-4455-a293-86f392932895,hyena.coco/images/train2022/000000000661.jpg,"[727, 655, 710, 540]",,up,,hyena,query,-1
840,f1aa3589-f203-4455-a293-86f392932895,hyena.coco/images/train2022/000000000831.jpg,"[581, 613, 1091, 754]",,left,,hyena,query,-1
2159,23950465-b1cb-4e7e-a861-b18ce82aac55,hyena.coco/images/train2022/000000002135.jpg,"[538, 583, 1070, 883]",,left,,hyena,query,-1
1821,23950465-b1cb-4e7e-a861-b18ce82aac55,hyena.coco/images/train2022/000000001799.jpg,"[560, 546, 1150, 858]",,left,,hyena,query,-1
1254,306f89ef-3312-4218-8c1c-59f94f3fc32c,hyena.coco/images/train2022/000000001240.jpg,"[855, 632, 668, 477]",,left,,hyena,query,-1
793,306f89ef-3312-4218-8c1c-59f94f3fc32c,hyena.coco/images/train2022/000000000784.jpg,"[877, 614, 528, 436]",,left,,hyena,query,-1
1069,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000001055.jpg,"[734, 564, 1005, 622]",,right,,hyena,query,-1
2321,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002297.jpg,"[1495, 524, 900, 789]",,right,,hyena,query,-1
1374,41eef245-4fd5-42e4-9db8-c2076bd902b9,hyena.coco/images/train2022/000000001358.jpg,"[0, 169, 2299, 1562]",,left,,hyena,query,-1
1303,41eef245-4fd5-42e4-9db8-c2076bd902b9,hyena.coco/images/train2022/000000001289.jpg,"[0, 84, 2400, 1912]",,right,,hyena,query,-1
1866,4f895a17-6192-4ff1-863a-004837871796,hyena.coco/images/train2022/000000001844.jpg,"[129, 61, 2162, 1899]",,left,,hyena,query,-1
1196,4f895a17-6192-4ff1-863a-004837871796,hyena.coco/images/train2022/000000001182.jpg,"[0, 14, 2400, 1422]",,right,,hyena,query,-1
392,83207e09-61eb-4594-80f5-6a452cdd1dcf,hyena.coco/images/train2022/000000000390.jpg,"[160, 173, 2132, 1623]",,left,,hyena,query,-1
553,83207e09-61eb-4594-80f5-6a452cdd1dcf,hyena.coco/images/train2022/000000000545.jpg,"[176, 270, 1798, 1285]",,left,,hyena,query,-1
1332,2db6e83c-f316-45ea-9a60-b1fc2482a2f8,hyena.coco/images/train2022/000000001317.jpg,"[0, 574, 866, 816]",,backleft,,hyena,query,-1
618,2db6e83c-f316-45ea-9a60-b1fc2482a2f8,hyena.coco/images/train2022/000000000610.jpg,"[447, 656, 836, 625]",,right,,hyena,query,-1
1903,91be8644-a55d-45bf-9b4e-34c56c607690,hyena.coco/images/train2022/000000001881.jpg,"[1033, 466, 1087, 940]",,right,,hyena,query,-1
1295,91be8644-a55d-45bf-9b4e-34c56c607690,hyena.coco/images/train2022/000000001281.jpg,"[589, 414, 1096, 894]",,left,,hyena,query,-1
2627,9003c31f-6d6f-4ad9-b535-4e5c5698659b,hyena.coco/images/train2022/000000002603.jpg,"[818, 549, 563, 567]",,left,,hyena,query,-1
1034,9003c31f-6d6f-4ad9-b535-4e5c5698659b,hyena.coco/images/train2022/000000001020.jpg,"[569, 488, 1268, 881]",,right,,hyena,query,-1
1363,20086390-26ac-4539-9130-b31b9d993672,hyena.coco/images/train2022/000000001348.jpg,"[863, 1101, 642, 230]",,up,,hyena,query,-1
753,20086390-26ac-4539-9130-b31b9d993672,hyena.coco/images/train2022/000000000744.jpg,"[1229, 784, 599, 297]",,left,,hyena,query,-1
1978,42779875-0894-4e77-99f4-da82f72a17fa,hyena.coco/images/train2022/000000001955.jpg,"[379, 545, 1329, 971]",,left,,hyena,query,-1
938,42779875-0894-4e77-99f4-da82f72a17fa,hyena.coco/images/train2022/000000000929.jpg,"[605, 457, 1429, 964]",,left,,hyena,query,-1
1073,fb14f620-2472-467f-a38d-b2d0a2b8081c,hyena.coco/images/train2022/000000001059.jpg,"[739, 579, 682, 714]",,right,,hyena,query,-1
2406,fb14f620-2472-467f-a38d-b2d0a2b8081c,hyena.coco/images/train2022/000000002382.jpg,"[21, 411, 1627, 1189]",,right,,hyena,query,-1
1085,761abc97-f81c-4a09-823b-7cb1c528c290,hyena.coco/images/train2022/000000001071.jpg,"[197, 143, 2032, 1666]",,right,,hyena,query,-1
712,761abc97-f81c-4a09-823b-7cb1c528c290,hyena.coco/images/train2022/000000000703.jpg,"[136, 38, 2131, 1399]",,right,,hyena,query,-1
1722,d3977dfd-d0f9-4318-8ea9-f7c337898633,hyena.coco/images/train2022/000000001702.jpg,"[632, 540, 864, 861]",,right,,hyena,query,-1
1571,d3977dfd-d0f9-4318-8ea9-f7c337898633,hyena.coco/images/train2022/000000001551.jpg,"[151, 450, 1767, 1116]",,left,,hyena,query,-1
2768,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000002744.jpg,"[0, 6, 2400, 1780]",,left,,hyena,gallery,-1
1783,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000001761.jpg,"[0, 17, 2400, 1690]",,right,,hyena,gallery,-1
1599,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000001579.jpg,"[112, 233, 2163, 1992]",,left,,hyena,gallery,-1
2283,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000002259.jpg,"[82, 32, 2204, 1994]",,right,,hyena,gallery,-1
1817,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000001795.jpg,"[19, 210, 2292, 2190]",,right,,hyena,gallery,-1
646,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000000637.jpg,"[25, 54, 2283, 1569]",,right,,hyena,gallery,-1
2422,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000002398.jpg,"[200, 0, 1924, 1928]",,left,,hyena,gallery,-1
2555,736ca848-7821-430b-9aaa-f8870e80aec4,hyena.coco/images/train2022/000000002531.jpg,"[0, 60, 2252, 2045]",,left,,hyena,gallery,-1
2002,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000001979.jpg,"[195, 255, 1247, 972]",,left,,hyena,gallery,-1
1663,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000001643.jpg,"[199, 604, 1214, 678]",,left,,hyena,gallery,-1
0,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000000001.jpg,"[580, 607, 1335, 899]",,right,,hyena,gallery,-1
3109,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000003085.jpg,"[354, 368, 993, 957]",,left,,hyena,gallery,-1
2985,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000002961.jpg,"[653, 488, 974, 746]",,left,,hyena,gallery,-1
1287,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000001273.jpg,"[499, 285, 1333, 945]",,right,,hyena,gallery,-1
684,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000000675.jpg,"[837, 753, 867, 718]",,left,,hyena,gallery,-1
1235,ace33278-b65f-43d4-9c12-530e420ddef5,hyena.coco/images/train2022/000000001221.jpg,"[547, 525, 1206, 844]",,left,,hyena,gallery,-1
2489,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000002465.jpg,"[1142, 388, 468, 320]",,left,,hyena,gallery,-1
2470,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000002446.jpg,"[958, 566, 1062, 690]",,right,,hyena,gallery,-1
1860,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000001838.jpg,"[1336, 454, 263, 529]",,back,,hyena,gallery,-1
2231,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000002207.jpg,"[155, 140, 842, 833]",,backleft,,hyena,gallery,-1
2418,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000002394.jpg,"[1501, 493, 553, 606]",,frontright,,hyena,gallery,-1
2046,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000002023.jpg,"[1487, 573, 761, 527]",,right,,hyena,gallery,-1
256,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000000254.jpg,"[1138, 373, 258, 489]",,back,,hyena,gallery,-1
213,7201896a-1323-4e70-b147-4cc6d13b2784,hyena.coco/images/train2022/000000000211.jpg,"[149, 427, 990, 632]",,right,,hyena,gallery,-1
2889,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000002865.jpg,"[1660, 735, 699, 532]",,left,,hyena,gallery,-1
507,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000000500.jpg,"[1575, 684, 817, 913]",,right,,hyena,gallery,-1
1001,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000000988.jpg,"[18, 450, 1619, 1198]",,right,,hyena,gallery,-1
1219,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000001205.jpg,"[145, 231, 1678, 1617]",,right,,hyena,gallery,-1
2452,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000002428.jpg,"[1680, 628, 720, 958]",,left,,hyena,gallery,-1
195,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000000194.jpg,"[1740, 568, 640, 707]",,left,,hyena,gallery,-1
2749,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000002725.jpg,"[662, 675, 778, 892]",,right,,hyena,gallery,-1
897,5c6bdd77-0364-48e8-8022-591ca47f076e,hyena.coco/images/train2022/000000000888.jpg,"[1787, 476, 610, 1175]",,frontright,,hyena,gallery,-1
2361,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000002337.jpg,"[0, 77, 2400, 1364]",,left,,hyena,gallery,-1
164,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000000163.jpg,"[0, 42, 2400, 1596]",,right,,hyena,gallery,-1
748,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000000739.jpg,"[16, 27, 2347, 1609]",,right,,hyena,gallery,-1
1215,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000001201.jpg,"[62, 103, 2281, 1409]",,left,,hyena,gallery,-1
1246,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000001232.jpg,"[33, 191, 2325, 1893]",,right,,hyena,gallery,-1
116,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000000115.jpg,"[132, 284, 2136, 1681]",,left,,hyena,gallery,-1
1424,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000001407.jpg,"[60, 16, 2316, 1730]",,left,,hyena,gallery,-1
333,20c4e967-97c4-4546-b7ca-6b57b6f4c19a,hyena.coco/images/train2022/000000000331.jpg,"[59, 238, 2210, 1758]",,left,,hyena,gallery,-1
2942,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000002918.jpg,"[171, 93, 2092, 2005]",,left,,hyena,gallery,-1
880,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000000871.jpg,"[0, 86, 2400, 2009]",,right,,hyena,gallery,-1
1761,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000001741.jpg,"[71, 184, 2276, 1664]",,right,,hyena,gallery,-1
812,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000000803.jpg,"[124, 74, 2109, 1893]",,backleft,,hyena,gallery,-1
2544,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000002520.jpg,"[45, 0, 2301, 1468]",,right,,hyena,gallery,-1
1646,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000001626.jpg,"[22, 53, 2378, 1647]",,right,,hyena,gallery,-1
23,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000000024.jpg,"[5, 29, 2381, 1314]",,left,,hyena,gallery,-1
2839,68996e21-12ab-4183-ab94-d2b0331efb10,hyena.coco/images/train2022/000000002815.jpg,"[29, 24, 2352, 1374]",,left,,hyena,gallery,-1
3080,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000003056.jpg,"[169, 85, 2189, 1659]",,left,,hyena,gallery,-1
443,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000000436.jpg,"[85, 0, 2169, 1923]",,backright,,hyena,gallery,-1
1749,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000001729.jpg,"[53, 259, 2263, 1501]",,left,,hyena,gallery,-1
2614,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000002590.jpg,"[0, 76, 2347, 1659]",,left,,hyena,gallery,-1
350,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000000348.jpg,"[231, 125, 1697, 1600]",,left,,hyena,gallery,-1
2429,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000002405.jpg,"[134, 103, 1987, 1738]",,left,,hyena,gallery,-1
1499,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000001479.jpg,"[81, 216, 2265, 1429]",,left,,hyena,gallery,-1
246,5fdac45d-b5e7-4133-a8f4-05b28552990c,hyena.coco/images/train2022/000000000244.jpg,"[710, 298, 1532, 1785]",,left,,hyena,gallery,-1
1559,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000001539.jpg,"[41, 109, 2330, 1620]",,right,,hyena,gallery,-1
1385,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000001369.jpg,"[401, 425, 1291, 900]",,left,,hyena,gallery,-1
28,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000000029.jpg,"[425, 441, 1210, 1035]",,backright,,hyena,gallery,-1
2642,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000002618.jpg,"[399, 553, 1461, 957]",,right,,hyena,gallery,-1
2778,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000002754.jpg,"[540, 454, 1050, 689]",,left,,hyena,gallery,-1
801,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000000792.jpg,"[368, 574, 1326, 699]",,left,,hyena,gallery,-1
546,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000000538.jpg,"[526, 473, 1311, 1022]",,left,,hyena,gallery,-1
679,eeed33f6-863c-49df-a1e3-1f711738b244,hyena.coco/images/train2022/000000000670.jpg,"[482, 354, 1299, 1136]",,frontleft,,hyena,gallery,-1
2601,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000002577.jpg,"[37, 197, 1911, 1651]",,right,,hyena,gallery,-1
295,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000000293.jpg,"[1766, 713, 627, 686]",,frontleft,,hyena,gallery,-1
557,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000000549.jpg,"[1412, 396, 982, 613]",,left,,hyena,gallery,-1
2420,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000002396.jpg,"[641, 209, 1745, 1519]",,right,,hyena,gallery,-1
163,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000000162.jpg,"[821, 593, 1062, 823]",,left,,hyena,gallery,-1
1170,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000001156.jpg,"[32, 645, 997, 1169]",,right,,hyena,gallery,-1
355,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000000353.jpg,"[732, 386, 1418, 967]",,right,,hyena,gallery,-1
3,143bf01f-d0f1-4ec9-bedd-ad0aa26e0cc2,hyena.coco/images/train2022/000000000004.jpg,"[1381, 733, 654, 415]",,left,,hyena,gallery,-1
1805,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000001783.jpg,"[1015, 373, 660, 1108]",,back,,hyena,gallery,-1
3092,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000003068.jpg,"[433, 481, 1403, 868]",,right,,hyena,gallery,-1
1323,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000001308.jpg,"[343, 99, 1393, 1408]",,left,,hyena,gallery,-1
1991,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000001968.jpg,"[239, 536, 1598, 949]",,right,,hyena,gallery,-1
2484,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000002460.jpg,"[587, 395, 1216, 1212]",,backleft,,hyena,gallery,-1
1083,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000001069.jpg,"[868, 325, 1312, 1049]",,left,,hyena,gallery,-1
3017,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000002993.jpg,"[1010, 366, 771, 827]",,frontleft,,hyena,gallery,-1
1926,85527fa6-6c14-45eb-91eb-32106f41f728,hyena.coco/images/train2022/000000001904.jpg,"[932, 431, 776, 974]",,front,,hyena,gallery,-1
2407,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000002383.jpg,"[984, 382, 442, 1160]",,back,,hyena,gallery,-1
1820,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000001798.jpg,"[847, 651, 858, 612]",,right,,hyena,gallery,-1
1585,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000001565.jpg,"[405, 486, 1708, 1097]",,left,,hyena,gallery,-1
1696,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000001676.jpg,"[474, 464, 1240, 978]",,left,,hyena,gallery,-1
1587,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000001567.jpg,"[514, 439, 1358, 1112]",,right,,hyena,gallery,-1
281,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000000279.jpg,"[510, 597, 1147, 861]",,left,,hyena,gallery,-1
34,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000000035.jpg,"[329, 608, 1255, 888]",,left,,hyena,gallery,-1
2412,67006b29-4adc-41dc-9b30-39a94363a81a,hyena.coco/images/train2022/000000002388.jpg,"[741, 675, 771, 468]",,right,,hyena,gallery,-1
2564,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000002540.jpg,"[203, 270, 2086, 1072]",,left,,hyena,gallery,-1
1935,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000001913.jpg,"[0, 734, 1279, 1363]",,front,,hyena,gallery,-1
2174,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000002150.jpg,"[373, 394, 1270, 1116]",,left,,hyena,gallery,-1
1908,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000001886.jpg,"[364, 259, 1735, 1190]",,left,,hyena,gallery,-1
2259,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000002235.jpg,"[629, 645, 765, 467]",,frontright,,hyena,gallery,-1
1144,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000001130.jpg,"[0, 488, 2153, 1112]",,right,,hyena,gallery,-1
582,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000000574.jpg,"[322, 405, 1381, 1027]",,left,,hyena,gallery,-1
572,5260c0df-76a3-4cb1-82fc-fd2f6a6440ad,hyena.coco/images/train2022/000000000564.jpg,"[1067, 794, 428, 306]",,right,,hyena,gallery,-1
1311,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001297.jpg,"[592, 590, 1098, 643]",,right,,hyena,gallery,-1
1882,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001860.jpg,"[509, 536, 1233, 844]",,left,,hyena,gallery,-1
1606,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001586.jpg,"[418, 463, 1578, 970]",,right,,hyena,gallery,-1
1609,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001589.jpg,"[718, 418, 1082, 1182]",,left,,hyena,gallery,-1
1412,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001395.jpg,"[72, 193, 2163, 1307]",,left,,hyena,gallery,-1
2671,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000002647.jpg,"[479, 616, 1306, 750]",,left,,hyena,gallery,-1
602,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000000594.jpg,"[354, 466, 1448, 1031]",,right,,hyena,gallery,-1
1711,fd56348b-a8c7-4635-800f-bf5f8c3dd4a0,hyena.coco/images/train2022/000000001691.jpg,"[678, 501, 1468, 968]",,right,,hyena,gallery,-1
169,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000000168.jpg,"[984, 694, 437, 419]",,frontleft,,hyena,gallery,-1
2281,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000002257.jpg,"[690, 699, 956, 593]",,left,,hyena,gallery,-1
2814,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000002790.jpg,"[692, 655, 887, 500]",,right,,hyena,gallery,-1
589,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000000581.jpg,"[839, 477, 654, 625]",,left,,hyena,gallery,-1
997,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000000984.jpg,"[975, 629, 345, 479]",,right,,hyena,gallery,-1
608,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000000600.jpg,"[921, 586, 670, 378]",,left,,hyena,gallery,-1
2389,7b9a9e8d-86d5-4c6c-8b10-8a129f8a10c4,hyena.coco/images/train2022/000000002365.jpg,"[839, 641, 480, 436]",,right,,hyena,gallery,-1
