image_id,identity,path,source_region,date,relative_age,location,latitude,longitude,encounter,client_id
28,lynx_134,CzechLynx/sumava/lynx_134/17717_lynx_134.png,sumava,09-04-2021,2.0,stachy-1,49.10974,13.61662,5281,client_2_sumava
29,lynx_134,CzechLynx/sumava/lynx_134/17718_lynx_134.png,sumava,09-04-2021,2.0,stachy-1,49.10974,13.61662,5282,client_2_sumava
30,lynx_134,CzechLynx/sumava/lynx_134/17719_lynx_134.png,sumava,08-08-2021,2.0,stachy-1,49.10974,13.61662,5283,client_2_sumava
31,lynx_134,CzechLynx/sumava/lynx_134/17720_lynx_134.png,sumava,07-12-2021,2.0,stachy-1,49.10974,13.61662,5284,client_2_sumava
32,lynx_149,CzechLynx/sumava/lynx_149/17721_lynx_149.png,sumava,03-05-2022,0.0,stachy-1,49.10974,13.61662,5285,client_2_sumava
33,lynx_149,CzechLynx/sumava/lynx_149/17722_lynx_149.png,sumava,03-05-2022,0.0,stachy-1,49.10974,13.61662,5286,client_2_sumava
34,lynx_149,CzechLynx/sumava/lynx_149/17723_lynx_149.png,sumava,03-05-2022,0.0,stachy-1,49.10974,13.61662,5287,client_2_sumava
35,lynx_149,CzechLynx/sumava/lynx_149/17724_lynx_149.png,sumava,03-05-2022,0.0,stachy-1,49.10974,13.61662,5287,client_2_sumava
36,lynx_134,CzechLynx/sumava/lynx_134/17725_lynx_134.png,sumava,09-05-2022,3.0,stachy-1,49.10974,13.61662,5288,client_2_sumava
37,lynx_134,CzechLynx/sumava/lynx_134/17726_lynx_134.png,sumava,30-06-2022,3.0,stachy-1,49.10974,13.61662,5289,client_2_sumava
38,lynx_134,CzechLynx/sumava/lynx_134/17727_lynx_134.png,sumava,30-06-2022,3.0,stachy-1,49.10974,13.61662,5290,client_2_sumava
39,lynx_149,CzechLynx/sumava/lynx_149/17728_lynx_149.png,sumava,29-12-2022,0.0,stachy-1,49.10974,13.61662,5291,client_2_sumava
40,lynx_149,CzechLynx/sumava/lynx_149/17729_lynx_149.png,sumava,01-01-2023,1.0,stachy-1,49.10974,13.61662,5292,client_2_sumava
41,lynx_149,CzechLynx/sumava/lynx_149/17730_lynx_149.png,sumava,07-02-2023,1.0,stachy-1,49.10974,13.61662,5293,client_2_sumava
42,lynx_113,CzechLynx/sumava/lynx_113/17731_lynx_113.png,sumava,02-03-2023,1.0,stachy-1,49.10974,13.61662,5294,client_2_sumava
43,lynx_022,CzechLynx/sumava/lynx_022/17732_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5295,client_2_sumava
44,lynx_022,CzechLynx/sumava/lynx_022/17733_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5295,client_2_sumava
45,lynx_022,CzechLynx/sumava/lynx_022/17734_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5295,client_2_sumava
46,lynx_022,CzechLynx/sumava/lynx_022/17735_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5296,client_2_sumava
47,lynx_022,CzechLynx/sumava/lynx_022/17736_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5296,client_2_sumava
48,lynx_022,CzechLynx/sumava/lynx_022/17737_lynx_022.png,sumava,13-12-2017,1.0,volary-2,48.92097,13.87603,5296,client_2_sumava
49,lynx_024,CzechLynx/sumava/lynx_024/17738_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5297,client_2_sumava
50,lynx_024,CzechLynx/sumava/lynx_024/17739_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5297,client_2_sumava
51,lynx_024,CzechLynx/sumava/lynx_024/17740_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5298,client_2_sumava
52,lynx_024,CzechLynx/sumava/lynx_024/17741_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5298,client_2_sumava
53,lynx_024,CzechLynx/sumava/lynx_024/17742_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5298,client_2_sumava
54,lynx_024,CzechLynx/sumava/lynx_024/17743_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5299,client_2_sumava
55,lynx_024,CzechLynx/sumava/lynx_024/17744_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5299,client_2_sumava
56,lynx_024,CzechLynx/sumava/lynx_024/17745_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5299,client_2_sumava
57,lynx_024,CzechLynx/sumava/lynx_024/17746_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5300,client_2_sumava
58,lynx_024,CzechLynx/sumava/lynx_024/17747_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5300,client_2_sumava
59,lynx_024,CzechLynx/sumava/lynx_024/17748_lynx_024.png,sumava,23-12-2017,1.0,volary-2,48.92097,13.87603,5300,client_2_sumava
60,lynx_024,CzechLynx/sumava/lynx_024/17749_lynx_024.png,sumava,31-12-2017,1.0,volary-2,48.92097,13.87603,5301,client_2_sumava
61,lynx_024,CzechLynx/sumava/lynx_024/17750_lynx_024.png,sumava,31-12-2017,1.0,volary-2,48.92097,13.87603,5301,client_2_sumava
62,lynx_022,CzechLynx/sumava/lynx_022/17751_lynx_022.png,sumava,01-01-2018,2.0,volary-2,48.92097,13.87603,5302,client_2_sumava
63,lynx_022,CzechLynx/sumava/lynx_022/17752_lynx_022.png,sumava,01-01-2018,2.0,volary-2,48.92097,13.87603,5302,client_2_sumava
64,lynx_022,CzechLynx/sumava/lynx_022/17753_lynx_022.png,sumava,01-01-2018,2.0,volary-2,48.92097,13.87603,5302,client_2_sumava
65,lynx_022,CzechLynx/sumava/lynx_022/17754_lynx_022.png,sumava,25-04-2018,2.0,volary-2,48.92097,13.87603,5303,client_2_sumava
66,lynx_022,CzechLynx/sumava/lynx_022/17755_lynx_022.png,sumava,25-04-2018,2.0,volary-2,48.92097,13.87603,5303,client_2_sumava
67,lynx_022,CzechLynx/sumava/lynx_022/17756_lynx_022.png,sumava,25-04-2018,2.0,volary-2,48.92097,13.87603,5304,client_2_sumava
68,lynx_022,CzechLynx/sumava/lynx_022/17757_lynx_022.png,sumava,25-04-2018,2.0,volary-2,48.92097,13.87603,5304,client_2_sumava
69,lynx_022,CzechLynx/sumava/lynx_022/17758_lynx_022.png,sumava,25-04-2018,2.0,volary-2,48.92097,13.87603,5304,client_2_sumava
70,lynx_024,CzechLynx/sumava/lynx_024/17759_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5305,client_2_sumava
71,lynx_024,CzechLynx/sumava/lynx_024/17760_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5305,client_2_sumava
72,lynx_024,CzechLynx/sumava/lynx_024/17761_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5305,client_2_sumava
73,lynx_024,CzechLynx/sumava/lynx_024/17762_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5306,client_2_sumava
74,lynx_024,CzechLynx/sumava/lynx_024/17763_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5306,client_2_sumava
75,lynx_024,CzechLynx/sumava/lynx_024/17764_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5306,client_2_sumava
76,lynx_024,CzechLynx/sumava/lynx_024/17765_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5307,client_2_sumava
77,lynx_024,CzechLynx/sumava/lynx_024/17766_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5307,client_2_sumava
78,lynx_024,CzechLynx/sumava/lynx_024/17767_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5307,client_2_sumava
79,lynx_024,CzechLynx/sumava/lynx_024/17768_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5308,client_2_sumava
80,lynx_024,CzechLynx/sumava/lynx_024/17769_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5308,client_2_sumava
81,lynx_024,CzechLynx/sumava/lynx_024/17770_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5308,client_2_sumava
82,lynx_024,CzechLynx/sumava/lynx_024/17771_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5309,client_2_sumava
83,lynx_024,CzechLynx/sumava/lynx_024/17772_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5309,client_2_sumava
84,lynx_024,CzechLynx/sumava/lynx_024/17773_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5309,client_2_sumava
85,lynx_024,CzechLynx/sumava/lynx_024/17774_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5310,client_2_sumava
86,lynx_024,CzechLynx/sumava/lynx_024/17775_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5310,client_2_sumava
87,lynx_024,CzechLynx/sumava/lynx_024/17776_lynx_024.png,sumava,23-05-2018,2.0,volary-2,48.92097,13.87603,5310,client_2_sumava
88,lynx_059,CzechLynx/sumava/lynx_059/17777_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5311,client_2_sumava
89,lynx_059,CzechLynx/sumava/lynx_059/17778_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5311,client_2_sumava
90,lynx_059,CzechLynx/sumava/lynx_059/17779_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5311,client_2_sumava
91,lynx_059,CzechLynx/sumava/lynx_059/17780_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5312,client_2_sumava
92,lynx_059,CzechLynx/sumava/lynx_059/17781_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5312,client_2_sumava
93,lynx_059,CzechLynx/sumava/lynx_059/17782_lynx_059.png,sumava,01-03-2019,2.0,volary-2,48.92097,13.87603,5312,client_2_sumava
94,lynx_082,CzechLynx/sumava/lynx_082/17783_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5313,client_2_sumava
95,lynx_082,CzechLynx/sumava/lynx_082/17784_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5313,client_2_sumava
96,lynx_082,CzechLynx/sumava/lynx_082/17785_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5313,client_2_sumava
97,lynx_082,CzechLynx/sumava/lynx_082/17786_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5314,client_2_sumava
98,lynx_082,CzechLynx/sumava/lynx_082/17787_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5314,client_2_sumava
99,lynx_082,CzechLynx/sumava/lynx_082/17788_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5314,client_2_sumava
100,lynx_082,CzechLynx/sumava/lynx_082/17789_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5315,client_2_sumava
101,lynx_082,CzechLynx/sumava/lynx_082/17790_lynx_082.png,sumava,06-04-2019,1.0,volary-2,48.92097,13.87603,5315,client_2_sumava
102,lynx_073,CzechLynx/sumava/lynx_073/17791_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5316,client_2_sumava
103,lynx_073,CzechLynx/sumava/lynx_073/17792_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5316,client_2_sumava
104,lynx_073,CzechLynx/sumava/lynx_073/17793_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5316,client_2_sumava
105,lynx_073,CzechLynx/sumava/lynx_073/17794_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5317,client_2_sumava
106,lynx_073,CzechLynx/sumava/lynx_073/17795_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5317,client_2_sumava
107,lynx_073,CzechLynx/sumava/lynx_073/17796_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5317,client_2_sumava
108,lynx_073,CzechLynx/sumava/lynx_073/17797_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5318,client_2_sumava
109,lynx_073,CzechLynx/sumava/lynx_073/17798_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5318,client_2_sumava
110,lynx_073,CzechLynx/sumava/lynx_073/17799_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5318,client_2_sumava
111,lynx_073,CzechLynx/sumava/lynx_073/17800_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5319,client_2_sumava
112,lynx_073,CzechLynx/sumava/lynx_073/17801_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5319,client_2_sumava
113,lynx_073,CzechLynx/sumava/lynx_073/17802_lynx_073.png,sumava,11-04-2019,1.0,volary-2,48.92097,13.87603,5319,client_2_sumava
114,lynx_022,CzechLynx/sumava/lynx_022/17803_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5320,client_2_sumava
115,lynx_022,CzechLynx/sumava/lynx_022/17804_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5320,client_2_sumava
116,lynx_022,CzechLynx/sumava/lynx_022/17805_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5320,client_2_sumava
117,lynx_022,CzechLynx/sumava/lynx_022/17806_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5321,client_2_sumava
118,lynx_022,CzechLynx/sumava/lynx_022/17807_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5321,client_2_sumava
119,lynx_022,CzechLynx/sumava/lynx_022/17808_lynx_022.png,sumava,16-04-2019,3.0,volary-2,48.92097,13.87603,5321,client_2_sumava
120,lynx_024,CzechLynx/sumava/lynx_024/17809_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5322,client_2_sumava
121,lynx_024,CzechLynx/sumava/lynx_024/17810_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5322,client_2_sumava
122,lynx_024,CzechLynx/sumava/lynx_024/17811_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5322,client_2_sumava
123,lynx_024,CzechLynx/sumava/lynx_024/17812_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5323,client_2_sumava
124,lynx_024,CzechLynx/sumava/lynx_024/17813_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5323,client_2_sumava
125,lynx_024,CzechLynx/sumava/lynx_024/17814_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5323,client_2_sumava
126,lynx_024,CzechLynx/sumava/lynx_024/17815_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5324,client_2_sumava
127,lynx_024,CzechLynx/sumava/lynx_024/17816_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5324,client_2_sumava
128,lynx_024,CzechLynx/sumava/lynx_024/17817_lynx_024.png,sumava,08-06-2019,3.0,volary-2,48.92097,13.87603,5324,client_2_sumava
129,lynx_073,CzechLynx/sumava/lynx_073/17818_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5325,client_2_sumava
130,lynx_073,CzechLynx/sumava/lynx_073/17819_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5325,client_2_sumava
131,lynx_073,CzechLynx/sumava/lynx_073/17820_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5325,client_2_sumava
132,lynx_073,CzechLynx/sumava/lynx_073/17821_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5326,client_2_sumava
133,lynx_073,CzechLynx/sumava/lynx_073/17822_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5326,client_2_sumava
134,lynx_073,CzechLynx/sumava/lynx_073/17823_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5326,client_2_sumava
135,lynx_073,CzechLynx/sumava/lynx_073/17824_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5327,client_2_sumava
136,lynx_073,CzechLynx/sumava/lynx_073/17825_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5327,client_2_sumava
137,lynx_073,CzechLynx/sumava/lynx_073/17826_lynx_073.png,sumava,15-07-2019,1.0,volary-2,48.92097,13.87603,5327,client_2_sumava
138,lynx_073,CzechLynx/sumava/lynx_073/17827_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5328,client_2_sumava
139,lynx_073,CzechLynx/sumava/lynx_073/17828_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5328,client_2_sumava
140,lynx_073,CzechLynx/sumava/lynx_073/17829_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5328,client_2_sumava
141,lynx_073,CzechLynx/sumava/lynx_073/17830_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5329,client_2_sumava
142,lynx_073,CzechLynx/sumava/lynx_073/17831_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5329,client_2_sumava
143,lynx_073,CzechLynx/sumava/lynx_073/17832_lynx_073.png,sumava,06-08-2019,1.0,volary-2,48.92097,13.87603,5329,client_2_sumava
144,lynx_073,CzechLynx/sumava/lynx_073/17833_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5330,client_2_sumava
145,lynx_073,CzechLynx/sumava/lynx_073/17834_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5330,client_2_sumava
146,lynx_073,CzechLynx/sumava/lynx_073/17835_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5330,client_2_sumava
147,lynx_073,CzechLynx/sumava/lynx_073/17836_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5331,client_2_sumava
148,lynx_073,CzechLynx/sumava/lynx_073/17837_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5331,client_2_sumava
149,lynx_073,CzechLynx/sumava/lynx_073/17838_lynx_073.png,sumava,15-08-2019,1.0,volary-2,48.92097,13.87603,5331,client_2_sumava
150,lynx_073,CzechLynx/sumava/lynx_073/17839_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5332,client_2_sumava
151,lynx_073,CzechLynx/sumava/lynx_073/17840_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5332,client_2_sumava
152,lynx_073,CzechLynx/sumava/lynx_073/17841_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5332,client_2_sumava
153,lynx_073,CzechLynx/sumava/lynx_073/17842_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5333,client_2_sumava
154,lynx_073,CzechLynx/sumava/lynx_073/17843_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5333,client_2_sumava
155,lynx_073,CzechLynx/sumava/lynx_073/17844_lynx_073.png,sumava,09-09-2019,1.0,volary-2,48.92097,13.87603,5333,client_2_sumava
156,lynx_073,CzechLynx/sumava/lynx_073/17845_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5334,client_2_sumava
157,lynx_073,CzechLynx/sumava/lynx_073/17846_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5334,client_2_sumava
158,lynx_073,CzechLynx/sumava/lynx_073/17847_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5334,client_2_sumava
159,lynx_073,CzechLynx/sumava/lynx_073/17848_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5335,client_2_sumava
160,lynx_073,CzechLynx/sumava/lynx_073/17849_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5335,client_2_sumava
161,lynx_073,CzechLynx/sumava/lynx_073/17850_lynx_073.png,sumava,26-09-2019,1.0,volary-2,48.92097,13.87603,5335,client_2_sumava
162,lynx_073,CzechLynx/sumava/lynx_073/17851_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5336,client_2_sumava
163,lynx_073,CzechLynx/sumava/lynx_073/17852_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5336,client_2_sumava
164,lynx_073,CzechLynx/sumava/lynx_073/17853_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5336,client_2_sumava
165,lynx_073,CzechLynx/sumava/lynx_073/17854_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5337,client_2_sumava
166,lynx_073,CzechLynx/sumava/lynx_073/17855_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5337,client_2_sumava
167,lynx_073,CzechLynx/sumava/lynx_073/17856_lynx_073.png,sumava,20-11-2019,1.0,volary-2,48.92097,13.87603,5337,client_2_sumava
168,lynx_022,CzechLynx/sumava/lynx_022/17857_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5338,client_2_sumava
169,lynx_022,CzechLynx/sumava/lynx_022/17858_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5338,client_2_sumava
170,lynx_022,CzechLynx/sumava/lynx_022/17859_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5338,client_2_sumava
171,lynx_022,CzechLynx/sumava/lynx_022/17860_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5339,client_2_sumava
172,lynx_022,CzechLynx/sumava/lynx_022/17861_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5339,client_2_sumava
173,lynx_022,CzechLynx/sumava/lynx_022/17862_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5339,client_2_sumava
174,lynx_022,CzechLynx/sumava/lynx_022/17863_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5340,client_2_sumava
175,lynx_022,CzechLynx/sumava/lynx_022/17864_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5340,client_2_sumava
176,lynx_022,CzechLynx/sumava/lynx_022/17865_lynx_022.png,sumava,23-11-2019,3.0,volary-2,48.92097,13.87603,5340,client_2_sumava
177,lynx_024,CzechLynx/sumava/lynx_024/17866_lynx_024.png,sumava,08-12-2019,3.0,volary-2,48.92097,13.87603,5341,client_2_sumava
178,lynx_024,CzechLynx/sumava/lynx_024/17867_lynx_024.png,sumava,08-12-2019,3.0,volary-2,48.92097,13.87603,5341,client_2_sumava
