image_id,source,identity,image_path,date,relative_age,encounter,coat_pattern,location,cell_code,latitude,longitude,trap_id,split-geo_aware,split-time_open,split-time_closed,split,client
4849,beskydy,lynx_212,CzechLynx/beskydy/lynx_212/04849_lynx_212.png,2016-03-19,1.0,1938,,velke_karlovice-1,10kmE492N294,49.3099,18.32476,beskydy-192,test,train,train,gallery,beskydy
4851,beskydy,lynx_212,CzechLynx/beskydy/lynx_212/04851_lynx_212.png,2016-03-19,1.0,1938,,velke_karlovice-1,10kmE492N294,49.3099,18.32476,beskydy-192,test,train,train,gallery,beskydy
2946,beskydy,lynx_179,CzechLynx/beskydy/lynx_179/02946_lynx_179.png,2015-01-13,1.0,3156,,kysucke_nove_mesto-3,10kmE496N295,49.35711,18.8877,beskydy-102,test,train,test,gallery,beskydy
2928,beskydy,lynx_179,CzechLynx/beskydy/lynx_179/02928_lynx_179.png,2015-02-14,1.0,2731,,rycerka_gorna-1,10kmE497N296,49.43533,19.04108,beskydy-141,test,train,train,gallery,beskydy
2919,beskydy,lynx_179,CzechLynx/beskydy/lynx_179/02919_lynx_179.png,2015-01-19,1.0,2727,,rycerka_gorna-1,10kmE497N296,49.43533,19.04108,beskydy-141,test,train,train,gallery,beskydy
2920,beskydy,lynx_179,CzechLynx/beskydy/lynx_179/02920_lynx_179.png,2015-01-19,1.0,2727,,rycerka_gorna-1,10kmE497N296,49.43533,19.04108,beskydy-141,test,train,train,gallery,beskydy
10587,beskydy,lynx_193,CzechLynx/beskydy/lynx_193/10587_lynx_193.png,2020-01-05,1.0,2095,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,train,gallery,beskydy
10943,beskydy,lynx_193,CzechLynx/beskydy/lynx_193/10943_lynx_193.png,2020-01-18,1.0,1743,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-219,test,train,test,gallery,beskydy
10585,beskydy,lynx_193,CzechLynx/beskydy/lynx_193/10585_lynx_193.png,2019-12-27,0.0,2094,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,train,gallery,beskydy
10936,beskydy,lynx_193,CzechLynx/beskydy/lynx_193/10936_lynx_193.png,2020-01-17,1.0,1740,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-219,test,train,test,gallery,beskydy
15767,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/15767_lynx_001.png,2023-04-29,0.0,2782,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-140,test,test,train,train,beskydy
15768,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/15768_lynx_001.png,2023-04-29,0.0,2782,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-140,test,test,train,train,beskydy
15779,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/15779_lynx_001.png,2023-05-14,0.0,856,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-318,test,test,train,train,beskydy
16749,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16749_lynx_001.png,2024-02-13,1.0,859,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-318,test,test,test,train,beskydy
16898,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16898_lynx_001.png,2024-03-24,1.0,115,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
16899,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16899_lynx_001.png,2024-03-24,1.0,115,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
16900,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16900_lynx_001.png,2024-03-24,1.0,115,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
16901,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16901_lynx_001.png,2024-03-24,1.0,116,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
16902,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16902_lynx_001.png,2024-03-24,1.0,116,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
16903,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/16903_lynx_001.png,2024-03-24,1.0,116,,ostravice-1,10kmE492N296,49.48844,18.35544,beskydy-26,test,test,test,train,beskydy
17167,beskydy,lynx_001,CzechLynx/beskydy/lynx_001/17167_lynx_001.png,2024-03-25,1.0,3215,,moravka-1,10kmE493N297,49.56739,18.50838,beskydy-94,test,test,train,train,beskydy
